#Num	#Type	#Forme	#POS	#Lemme	#POS	#MORPH	#REL(ID_Gouv)	#PAUSE
3296	delim		BLANK	BLANK	_	_	_	_
3297	forme	ainsi	ADV	ainsi	ADV	_	MOD(3281)	_
3298	delim		BLANK	BLANK	_	_	_	_
3299	forme	,	PONCT	,	_	_	_	P
3300	delim		BLANK	BLANK	_	_	_	_
3301	forme	,	PONCT	,	_	_	_	P
3302	delim		BLANK	BLANK	_	_	_	_
3303	forme	de	P	de	P	_	MOD(3281)	_
3304	delim		BLANK	BLANK	_	_	_	_
3305	forme	ce	DET	ce	DET	n=s|g=m	DET(3307)	_
3306	delim		BLANK	BLANK	_	_	_	_
3307	forme	fait	NC	fait	NC	n=s|g=m	PREP(3303)	_
3308	delim		BLANK	BLANK	_	_	_	_
3309	forme	Anny	NPP	_	NPP	_	MOD(3307)	_
3310	delim		BLANK	BLANK	_	_	_	_
3311	forme	sort	V	sortir	V	n=s|t=P|p=3	MOD(3275)	_
3312	delim		BLANK	BLANK	_	_	_	_
3313	forme	chaque	DET	chaque	DET	n=s	DET(3315)	_
3314	delim		BLANK	BLANK	_	_	_	_
3315	forme	samedi	NC	samedi	NC	n=s|g=m	OBJ(3311)	_
3316	delim		BLANK	BLANK	_	_	_	_
3317	forme	à	P	à	P	_	MOD(3311)	_
3318	delim		BLANK	BLANK	_	_	_	_
3319	forme	la	DET	la	DET	n=s|g=f	DET(3321)	_
3320	delim		BLANK	BLANK	_	_	_	_
3321	forme	journée	NC	journée	NC	n=s|g=f	PREP(3317)	_
3322	delim		BLANK	BLANK	_	_	_	_
3323	delim	.	PONCT	.	_	_	_	_
3324	delim		BLANK	BLANK	_	_	_	_
3325	delim	§	DELIM	§	_	_	_	_
3326	delim		BLANK	BLANK	_	_	_	_
3327	forme	L	NPP	_	NPP	_	SUJ(3329)	P
3328	delim		BLANK	BLANK	_	_	_	_
3329	forme	reste	V	rester	V	n=s|t=P,S|p=1,3	ROOT	P
3330	delim		BLANK	BLANK	_	_	_	_
3331	forme	é	ADV	_	ADV	_	MOD(3329)	P
3332	delim		BLANK	BLANK	_	_	_	_
3333	forme		PONCT		_	_	_	P
3334	delim		BLANK	BLANK	_	_	_	_
3335	forme	affrontement	NC	affrontement	NC	n=s|g=m	OBJ(3329)	_
3336	delim		BLANK	BLANK	_	_	_	_
3337	forme	é	NPP	_	NPP	_	MOD(3335)	P
3338	delim		BLANK	BLANK	_	_	_	_
3339	forme	é	NPP	_	NPP	_	MOD(3335)	P
3340	delim		BLANK	BLANK	_	_	_	_
3341	forme	Ce	NPP	_	NPP	_	MOD(3335)	P
3342	delim		BLANK	BLANK	_	_	_	_
3343	forme	séjour	NC	séjour	NC	n=s|g=m	MOD(3335)	P
3344	delim		BLANK	BLANK	_	_	_	_
3345	forme	de	P	de	P	_	MOD(3329)	_
3346	delim		BLANK	BLANK	_	_	_	_
3347	forme	quelques	DET	quelques	DET	n=p	DET(3349)	_
3348	delim		BLANK	BLANK	_	_	_	_
3349	forme	mois	NC	mois	NC	g=m	PREP(3345)	_
3350	delim		BLANK	BLANK	_	_	_	_
3351	forme	a	V	avoir	V	n=s|t=P|p=3	AUX_TPS(3353)	P
3352	delim		BLANK	BLANK	_	_	_	_
3353	forme	4	VPP	4	VPP	_	MOD(3329)	P
3354	delim		BLANK	BLANK	_	_	_	_
3355	delim	.	PONCT	.	_	_	_	_
3356	delim		BLANK	BLANK	_	_	_	_
3357	delim	§	DELIM	§	_	_	_	_
3358	delim		BLANK	BLANK	_	_	_	_
3359	forme	SCOLARITE	NC	scolarité	NC	n=s|g=f	_()	_
3360	delim		BLANK	BLANK	_	_	_	_
3361	delim	§	DELIM	§	_	_	_	_
3362	delim		BLANK	BLANK	_	_	_	_
3363	forme	C'	CLS	ce	CLS	_	SUJ(3365)	P
3364	delim		BLANK	BLANK	_	_	_	_
3365	forme	est	V	être	V	n=s|t=P|p=3	ROOT	_
3366	delim		BLANK	BLANK	_	_	_	_
3367	forme	dans	P	dans	P	_	MOD(3365)	_
3368	delim		BLANK	BLANK	_	_	_	_
3369	forme	le	DET	le	DET	n=s|g=m	DET(3371)	_
3370	delim		BLANK	BLANK	_	_	_	_
3371	forme	cadre	NC	cadre	NC	n=s|g=m	PREP(3367)	_
3372	delim		BLANK	BLANK	_	_	_	_
3373	forme	scolaire	ADJ	scolaire	ADJ	n=s	MOD(3371)	_
3374	delim		BLANK	BLANK	_	_	_	_
3375	forme	qu'	CS	que	CS	_	MOD(3365)	_
3376	delim		BLANK	BLANK	_	_	_	_
3377	forme	Anny	NPP	_	NPP	_	SUJ(3381)	_
3378	delim		BLANK	BLANK	_	_	_	_
3379	forme	se	CLR	se	CLR	n=p,s|p=3	AFF(3381)	P
3380	delim		BLANK	BLANK	_	_	_	_
3381	forme	montre	V	montrer	V	n=s|t=P,S|p=1,3	SUB(3375)	P
3382	delim		BLANK	BLANK	_	_	_	_
3383	forme	la	DET	la	DET	n=s|g=f	_()	_
3384	delim		BLANK	BLANK	_	_	_	_
3385	forme	plus	ADV	plus	ADV	_	MOD(3387)	_
3386	delim		BLANK	BLANK	_	_	_	_
3387	forme	adaptée	ADJ	adapter	ADJ	n=s|g=f|t=K	_()	_
3388	delim		BLANK	BLANK	_	_	_	_
3389	delim	,	PONCT	,	_	_	_	_
3390	delim		BLANK	BLANK	_	_	_	_
3391	forme	répondant	VPR	répondre	VPR	t=G	COORD(3387)	_
3392	delim		BLANK	BLANK	_	_	_	_
3393	forme	aux	P+D	à	P+D	n=p	MOD(3391)	_
3394	delim		BLANK	BLANK	_	_	_	_
3395	forme	exigences	NC	exigence	NC	n=p|g=f	PREP(3393)	_
3396	delim		BLANK	BLANK	_	_	_	_
3397	delim	,	PONCT	,	_	_	_	_
3398	delim		BLANK	BLANK	_	_	_	_
3399	forme	et	CC	et	CC	_	COORD(3387)	P
3400	delim		BLANK	BLANK	_	_	_	_
3401	forme	s'	CLR	se	CLR	n=p,s|p=3	AFF(3403)	P
3402	delim		BLANK	BLANK	_	_	_	_
3403	forme	inscrivant	VPR	inscrire	VPR	t=G	DEP_COORD(3399)	_
3404	delim		BLANK	BLANK	_	_	_	_
3405	forme	plutot	ADV	_	ADV	_	MOD(3403)	_
3406	delim		BLANK	BLANK	_	_	_	_
3407	forme	en	P	en	P	_	MOD(3403)	_
3408	delim		BLANK	BLANK	_	_	_	_
3409	forme	réussite	NC	réussite	NC	n=s|g=f	PREP(3407)	_
3410	delim		BLANK	BLANK	_	_	_	_
3411	delim	.	PONCT	.	_	_	_	_
3412	delim		BLANK	BLANK	_	_	_	_
3413	delim	§	DELIM	§	_	_	_	_
3414	delim		BLANK	BLANK	_	_	_	_
3415	forme	les	DET	les	DET	n=p	DET(3417)	_
3416	delim		BLANK	BLANK	_	_	_	_
3417	forme	difficultés	NC	difficulté	NC	n=p|g=f	SUJ(3431)	_
3418	delim		BLANK	BLANK	_	_	_	_
3419	forme	de	P	de	P	_	DEP(3417)	_
3420	delim		BLANK	BLANK	_	_	_	_
3421	forme	comportement	NC	comportement	NC	n=s|g=m	PREP(3419)	_
3422	delim		BLANK	BLANK	_	_	_	_
3423	forme	des	P+D	de	P+D	n=p	DEP(3417)	_
3424	delim		BLANK	BLANK	_	_	_	_
3425	forme	années	NC	année	NC	n=p|g=f	PREP(3423)	_
3426	delim		BLANK	BLANK	_	_	_	_
3427	forme	passées	ADJ	passer	ADJ	n=p|g=f|t=K	MOD(3425)	_
3428	delim		BLANK	BLANK	_	_	_	_
3429	forme	semblent	V	sembler	V	n=p|t=P,S|p=3	AUX_PASS(3431)	_
3430	delim		BLANK	BLANK	_	_	_	_
3431	forme	dépassées	VPP	dépasser	VPP	n=p|g=f|t=K	ROOT	_
3432	delim		BLANK	BLANK	_	_	_	_
3433	delim	,	PONCT	,	_	_	_	_
3434	delim		BLANK	BLANK	_	_	_	_
3435	forme	il	CLS	il	CLS	n=s|g=m|p=3	SUJ(3437)	_
3436	delim		BLANK	BLANK	_	_	_	_
3437	forme	est	V	être	V	n=s|t=P|p=3	MOD(3431)	_
3438	delim		BLANK	BLANK	_	_	_	_
3439	forme	vrai	ADJ	vrai	ADJ	n=s|g=m	ATS(3437)	_
3440	delim		BLANK	BLANK	_	_	_	_
3441	forme	qu'	CS	que	CS	_	MOD(3437)	_
3442	delim		BLANK	BLANK	_	_	_	_
3443	forme	il	CLS	il	CLS	n=s|g=m|p=3	SUJ(3447)	_
3444	delim		BLANK	BLANK	_	_	_	_
3445	forme	lui	CLO	lui	CLO	n=s|p=3	AFF(3447)	_
3446	delim		BLANK	BLANK	_	_	_	_
3447	forme	tarde	V	tarder	V	n=s|t=P,S|p=1,3	SUB(3441)	_
3448	delim		BLANK	BLANK	_	_	_	_
3449	forme	de	P	de	P	_	MOD(3447)	_
3450	delim		BLANK	BLANK	_	_	_	_
3451	forme	rentrer	VINF	rentrer	VINF	t=W	PREP(3449)	_
3452	delim		BLANK	BLANK	_	_	_	_
3453	forme	au	P+D	à	P+D	n=s|g=m	MOD(3451)	_
3454	delim		BLANK	BLANK	_	_	_	_
3455	forme	collège	NC	collège	NC	n=s|g=m	PREP(3453)	_
3456	delim		BLANK	BLANK	_	_	_	_
3457	delim	,	PONCT	,	_	_	_	_
3458	delim		BLANK	BLANK	_	_	_	_
3459	forme	lui	CLO	lui	CLO	n=s|p=3	A_OBJ(3461)	_
3460	delim		BLANK	BLANK	_	_	_	_
3461	forme	conférant	VPR	conférer	VPR	t=G	MOD(3447)	_
3462	delim		BLANK	BLANK	_	_	_	_
3463	forme	l'	DET	le	DET	n=s	DET(3465)	_
3464	delim		BLANK	BLANK	_	_	_	_
3465	forme	accès	NC	accès	NC	g=m	OBJ(3461)	_
3466	delim		BLANK	BLANK	_	_	_	_
3467	forme	à	P	à	P	_	MOD(3461)	_
3468	delim		BLANK	BLANK	_	_	_	_
3469	forme	un	DET	un	DET	n=s|g=m	DET(3471)	_
3470	delim		BLANK	BLANK	_	_	_	_
3471	forme	statut	NC	statut	NC	n=s|g=m	PREP(3467)	_
3472	delim		BLANK	BLANK	_	_	_	_
3473	forme	de	P	de	P	_	MOD(3461)	_
3474	delim		BLANK	BLANK	_	_	_	_
3475	delim	&quot;	PONCT	&quot;	_	_	_	_
3476	delim		BLANK	BLANK	_	_	_	_
3477	forme	grande	ADJ	grand	ADJ	n=s|g=f	PREP(3473)	_
3478	delim		BLANK	BLANK	_	_	_	_
3479	delim	&quot;	PONCT	&quot;	_	_	_	_
3480	delim		BLANK	BLANK	_	_	_	_
3481	delim	.	PONCT	.	_	_	_	_
3482	delim		BLANK	BLANK	_	_	_	_
3483	delim	§	DELIM	§	_	_	_	_
3484	delim		BLANK	BLANK	_	_	_	_
3485	forme	Elle	CLS	elle	CLS	n=s|g=f|p=3	SUJ(3489)	_
3486	delim		BLANK	BLANK	_	_	_	_
3487	forme	se	CLR	se	CLR	n=p,s|p=3	AFF(3489)	_
3488	delim		BLANK	BLANK	_	_	_	_
3489	forme	montre	V	montrer	V	n=s|t=P,S|p=1,3	ROOT	_
3490	delim		BLANK	BLANK	_	_	_	_
3491	forme	volontaire	ADJ	volontaire	ADJ	n=s	ATS(3489)	_
3492	delim		BLANK	BLANK	_	_	_	_
3493	forme	dans	P	dans	P	_	MOD(3489)	_
3494	delim		BLANK	BLANK	_	_	_	_
3495	forme	son	DET	son	DET	n=s|g=m|p=3|poss=s	DET(3497)	_
3496	delim		BLANK	BLANK	_	_	_	_
3497	forme	travail	NC	travail	NC	n=s|g=m	PREP(3493)	_
3498	delim		BLANK	BLANK	_	_	_	_
3499	forme	scolaire	ADJ	scolaire	ADJ	n=s	MOD(3497)	_
3500	delim		BLANK	BLANK	_	_	_	_
3501	forme	,	PONCT	,	_	_	_	P
3502	delim		BLANK	BLANK	_	_	_	_
3503	forme	et	CC	et	CC	_	COORD(3489)	P
3504	delim		BLANK	BLANK	_	_	_	_
3505	forme	les	DET	les	DET	n=p	DET(3507)	_
3506	delim		BLANK	BLANK	_	_	_	_
3507	forme	résultats	NC	résultat	NC	n=p|g=m	SUJ(3509)	_
3508	delim		BLANK	BLANK	_	_	_	_
3509	forme	sont	V	être	V	n=p|t=P|p=3	DEP_COORD(3503)	_
3510	delim		BLANK	BLANK	_	_	_	_
3511	forme	convenables	ADJ	convenable	ADJ	n=p	ATS(3509)	_
3512	delim		BLANK	BLANK	_	_	_	_
3513	delim	.	PONCT	.	_	_	_	_
3514	delim		BLANK	BLANK	_	_	_	_
3515	delim	§	DELIM	§	_	_	_	_
3516	delim		BLANK	BLANK	_	_	_	_
3517	forme	5	ADJ	5	ADJ	_	MOD(3521)	_
3518	delim		BLANK	BLANK	_	_	_	_
3519	delim	;	PONCT	;	_	_	_	_
3520	delim		BLANK	BLANK	_	_	_	_
3521	forme	RELATIONS	NC	relation	NC	n=p|g=f	_()	_
3522	delim		BLANK	BLANK	_	_	_	_
3523	forme	FAMILLES	NPP	_	NPP	_	MOD(3521)	_
3524	delim		BLANK	BLANK	_	_	_	_
3525	forme	.	PONCT	.	_	_	_	P
3526	delim		BLANK	BLANK	_	_	_	_
3527	delim	§	DELIM	§	_	_	_	_
3528	delim		BLANK	BLANK	_	_	_	_
3529	forme	Depuis	P	depuis	P	_	MOD(3547)	P
3530	delim		BLANK	BLANK	_	_	_	_
3531	forme	l'	DET	le	DET	n=s	DET(3533)	_
3532	delim		BLANK	BLANK	_	_	_	_
3533	forme	accueil	NC	accueil	NC	n=s|g=m	PREP(3529)	_
3534	delim		BLANK	BLANK	_	_	_	_
3535	forme	d'	P	de	P	_	DEP(3533)	_
3536	delim		BLANK	BLANK	_	_	_	_
3537	forme	Anny	NPP	_	NPP	_	PREP(3535)	_
3538	delim		BLANK	BLANK	_	_	_	_
3539	forme	au	P+D	à	P+D	n=s|g=m	DEP(3533)	_
3540	delim		BLANK	BLANK	_	_	_	_
3541	forme	SAFE	NPP	_	NPP	_	PREP(3539)	_
3542	delim		BLANK	BLANK	_	_	_	_
3543	delim	,	PONCT	,	_	_	_	_
3544	delim		BLANK	BLANK	_	_	_	_
3545	forme	c'	CLS	ce	CLS	_	SUJ(3547)	_
3546	delim		BLANK	BLANK	_	_	_	_
3547	forme	est	V	être	V	n=s|t=P|p=3	ROOT	_
3548	delim		BLANK	BLANK	_	_	_	_
3549	forme	Mme	NC	_	NC	_	ATS(3547)	_
3550	delim		BLANK	BLANK	_	_	_	_
3551	forme	Bron	NPP	Bron	NPP	n=s|g=f,m	MOD(3549)	_
3552	delim		BLANK	BLANK	_	_	_	_
3553	forme	qui	PROREL	qui	PROREL	n=s	SUJ(3555)	_
3554	delim		BLANK	BLANK	_	_	_	_
3555	forme	reste	V	rester	V	n=s|t=P,S|p=1,3	MOD_REL(3549)	_
3556	delim		BLANK	BLANK	_	_	_	_
3557	forme	l'	DET	le	DET	n=s	DET(3559)	_
3558	delim		BLANK	BLANK	_	_	_	_
3559	forme	interlocuteur	NC	interlocuteur	NC	n=s|g=m	OBJ(3555)	_
3560	delim		BLANK	BLANK	_	_	_	_
3561	forme	régulier	ADJ	régulier	ADJ	n=s|g=m	MOD(3559)	_
3562	delim		BLANK	BLANK	_	_	_	_
3563	delim	.	PONCT	.	_	_	_	_
3564	delim		BLANK	BLANK	_	_	_	_
3565	delim	§	DELIM	§	_	_	_	_
3566	delim		BLANK	BLANK	_	_	_	_
3567	forme	M	NPP	_	NPP	_	SUJ(3575)	_
3568	delim		BLANK	BLANK	_	_	_	_
3569	forme	s'	CLR	se	CLR	n=p,s|p=3	AFF(3575)	_
3570	delim		BLANK	BLANK	_	_	_	_
3571	forme	est	V	être	V	n=s|t=P|p=3	AUX_TPS(3575)	_
3572	delim		BLANK	BLANK	_	_	_	_
3573	forme	toujours	ADV	toujours	ADV	_	MOD(3575)	_
3574	delim		BLANK	BLANK	_	_	_	_
3575	forme	montré	VPP	montrer	VPP	n=s|g=m|t=K	ROOT	_
3576	delim		BLANK	BLANK	_	_	_	_
3577	forme	très	ADV	très	ADV	_	MOD(3579)	_
3578	delim		BLANK	BLANK	_	_	_	_
3579	forme	absent	ADJ	absent	ADJ	n=s|g=m	ATS(3575)	_
3580	delim		BLANK	BLANK	_	_	_	_
3581	delim	,	PONCT	,	_	_	_	_
3582	delim		BLANK	BLANK	_	_	_	_
3583	forme	et	CC	et	CC	_	COORD(3575)	_
3584	delim		BLANK	BLANK	_	_	_	_
3585	forme	la	DET	la	DET	n=s|g=f	DET(3587)	_
3586	delim		BLANK	BLANK	_	_	_	_
3587	forme	séparation	NC	séparation	NC	n=s|g=f	SUJ(3615)	_
3588	delim		BLANK	BLANK	_	_	_	_
3589	forme	pendant	P	pendant	P	_	DEP(3587)	P
3590	delim		BLANK	BLANK	_	_	_	_
3591	forme	deux	DET	deux	DET	s=card|n=p	DET(3593)	_
3592	delim		BLANK	BLANK	_	_	_	_
3593	forme	ans	NC	an	NC	n=p|g=m	PREP(3589)	_
3594	delim		BLANK	BLANK	_	_	_	_
3595	forme	du	P+D	de	P+D	n=s|g=m	DEP(3587)	P
3596	delim		BLANK	BLANK	_	_	_	_
3597	forme	couple	NC	couple	NC	n=s	PREP(3595)	_
3598	delim		BLANK	BLANK	_	_	_	_
3599	forme	pendant	P	pendant	P	_	DEP(3597)	_
3600	delim		BLANK	BLANK	_	_	_	_
3601	forme	deux	DET	deux	DET	s=card|n=p	DET(3603)	_
3602	delim		BLANK	BLANK	_	_	_	_
3603	forme	ans	NC	an	NC	n=p|g=m	PREP(3599)	_
3604	delim		BLANK	BLANK	_	_	_	_
3605	forme	ne	ADV	ne	ADV	_	MOD(3607)	P
3606	delim		BLANK	BLANK	_	_	_	_
3607	forme	l	ADV	_	ADV	_	MOD(3615)	_
3608	delim		BLANK	BLANK	_	_	_	_
3609	delim		PONCT		_	_	_	_
3610	delim		BLANK	BLANK	_	_	_	_
3611	forme	a	V	avoir	V	n=s|t=P|p=3	AUX_TPS(3615)	_
3612	delim		BLANK	BLANK	_	_	_	_
3613	forme	pas	ADV	pas	ADV	_	MOD(3615)	_
3614	delim		BLANK	BLANK	_	_	_	_
3615	forme	conduit	VPP	conduire	VPP	n=s|g=m|t=K	DEP_COORD(3583)	_
3616	delim		BLANK	BLANK	_	_	_	_
3617	forme	à	P	à	P	_	MOD(3615)	_
3618	delim		BLANK	BLANK	_	_	_	_
3619	forme	nous	CLO	nous	CLO	n=p|p=1	OBJ(3621)	_
3620	delim		BLANK	BLANK	_	_	_	_
3621	forme	solliciter	VINF	solliciter	VINF	t=W	PREP(3617)	_
3622	delim		BLANK	BLANK	_	_	_	_
3623	forme	plus	ADV	plus	ADV	_	MOD(3621)	_
3624	delim		BLANK	BLANK	_	_	_	_
3625	delim	.	PONCT	.	_	_	_	_
3626	delim		BLANK	BLANK	_	_	_	_
3627	delim	§	DELIM	§	_	_	_	_
3628	delim		BLANK	BLANK	_	_	_	_
3629	forme	Cependant	ADV	cependant	ADV	_	_()	P
3630	delim		BLANK	BLANK	_	_	_	_
3631	delim	,	PONCT	,	_	_	_	_
3632	delim		BLANK	BLANK	_	_	_	_
3633	forme	la	DET	la	DET	n=s|g=f	DET(3635)	_
3634	delim		BLANK	BLANK	_	_	_	_
3635	forme	reprise	NC	reprise	NC	n=s|g=f	_()	_
3636	delim		BLANK	BLANK	_	_	_	_
3637	forme	de	P	de	P	_	DEP(3635)	_
3638	delim		BLANK	BLANK	_	_	_	_
3639	forme	vie	NC	vie	NC	n=s|g=f	PREP(3637)	_
3640	delim		BLANK	BLANK	_	_	_	_
3641	forme	commune	ADJ	commun	ADJ	n=s|g=f	MOD(3639)	_
3642	delim		BLANK	BLANK	_	_	_	_
3643	forme	depuis	P	depuis	P	_	DEP(3635)	_
3644	delim		BLANK	BLANK	_	_	_	_
3645	forme	plusieurs	DET	plusieurs	DET	n=p	DET(3647)	_
3646	delim		BLANK	BLANK	_	_	_	_
3647	forme	mois	NC	mois	NC	g=m	PREP(3643)	_
3648	delim		BLANK	BLANK	_	_	_	_
3649	delim	,	PONCT	,	_	_	_	_
3650	delim		BLANK	BLANK	_	_	_	_
3651	forme	alors	ADV	alors	ADV	_	_()	P
3652	delim		BLANK	BLANK	_	_	_	_
3653	forme	que	CS	que	CS	_	DEP(3651)	_
3654	delim		BLANK	BLANK	_	_	_	_
3655	forme	Mmme	NPP	_	NPP	_	SUJ(3657)	_
3656	delim		BLANK	BLANK	_	_	_	_
3657	forme	bénéficie	V	bénéficier	V	n=s|t=P,S|p=1,3	SUB(3653)	_
3658	delim		BLANK	BLANK	_	_	_	_
3659	forme	d'	P	de	P	_	MOD(3657)	_
3660	delim		BLANK	BLANK	_	_	_	_
3661	forme	un	DET	un	DET	n=s|g=m	DET(3663)	_
3662	delim		BLANK	BLANK	_	_	_	_
3663	forme	accueil	NC	accueil	NC	n=s|g=m	PREP(3659)	_
3664	delim		BLANK	BLANK	_	_	_	_
3665	forme	pour	P	pour	P	_	MOD(3657)	_
3666	delim		BLANK	BLANK	_	_	_	_
3667	forme	elle	PRO	elle	PRO	n=s|g=f|p=3	PREP(3665)	_
3668	delim		BLANK	BLANK	_	_	_	_
3669	forme	et	CC	et	CC	_	COORD(3667)	_
3670	delim		BLANK	BLANK	_	_	_	_
3671	forme	ses	DET	ses	DET	n=p|p=3|poss=s	DET(3673)	_
3672	delim		BLANK	BLANK	_	_	_	_
3673	forme	filles	NC	fille	NC	n=p|g=f	DEP_COORD(3669)	_
3674	delim		BLANK	BLANK	_	_	_	_
3675	forme	dans	P	dans	P	_	MOD(3657)	_
3676	delim		BLANK	BLANK	_	_	_	_
3677	forme	le	DET	le	DET	n=s|g=m	DET(3679)	_
3678	delim		BLANK	BLANK	_	_	_	_
3679	forme	cadre	NC	cadre	NC	n=s|g=m	PREP(3675)	_
3680	delim		BLANK	BLANK	_	_	_	_
3681	forme	d'	P	de	P	_	MOD(3657)	_
3682	delim		BLANK	BLANK	_	_	_	_
3683	forme	un	DET	un	DET	n=s|g=m	DET(3685)	_
3684	delim		BLANK	BLANK	_	_	_	_
3685	forme	dispositif	NC	dispositif	NC	n=s|g=m	PREP(3681)	_
3686	delim		BLANK	BLANK	_	_	_	_
3687	forme	accompagné	VPP	accompagner	VPP	n=s|g=m|t=K	MOD(3685)	_
3688	delim		BLANK	BLANK	_	_	_	_
3689	delim	,	PONCT	,	_	_	_	_
3690	delim		BLANK	BLANK	_	_	_	_
3691	forme	n'	ADV	ne	ADV	_	MOD(3693)	_
3692	delim		BLANK	BLANK	_	_	_	_
3693	forme	est	V	être	V	n=s|t=P|p=3	MOD(3657)	_
3694	delim		BLANK	BLANK	_	_	_	_
3695	forme	pas	ADV	pas	ADV	_	MOD(3693)	_
3696	delim		BLANK	BLANK	_	_	_	_
3697	forme	sans	P	sans	P	_	OBJ(3693)	_
3698	delim		BLANK	BLANK	_	_	_	_
3699	forme	interroger	VINF	interroger	VINF	t=W	PREP(3697)	_
3700	delim		BLANK	BLANK	_	_	_	_
3701	forme	quant	ADV	_	ADV	_	MOD(3699)	_
3702	delim		BLANK	BLANK	_	_	_	_
3703	forme	aux	P+D	à	P+D	n=p	MOD(3699)	_
3704	delim		BLANK	BLANK	_	_	_	_
3705	forme	transgressions	NC	transgression	NC	n=p|g=f	PREP(3703)	_
3706	delim		BLANK	BLANK	_	_	_	_
3707	forme	du	P+D	de	P+D	n=s|g=m	DEP(3705)	_
3708	delim		BLANK	BLANK	_	_	_	_
3709	forme	cadre	NC	cadre	NC	n=s|g=m	PREP(3707)	_
3710	delim		BLANK	BLANK	_	_	_	_
3711	forme	d'	P	de	P	_	DEP(3709)	_
3712	delim		BLANK	BLANK	_	_	_	_
3713	forme	accueil	NC	accueil	NC	n=s|g=m	PREP(3711)	_
3714	delim		BLANK	BLANK	_	_	_	_
3715	delim	.	PONCT	.	_	_	_	_
3716	delim		BLANK	BLANK	_	_	_	_
3717	delim	§	DELIM	§	_	_	_	_
3718	delim		BLANK	BLANK	_	_	_	_
3719	forme	Ainsi	ADV	ainsi	ADV	_	MOD(3727)	_
3720	delim		BLANK	BLANK	_	_	_	_
3721	delim	,	PONCT	,	_	_	_	_
3722	delim		BLANK	BLANK	_	_	_	_
3723	forme	Anny	NPP	_	NPP	_	SUJ(3727)	_
3724	delim		BLANK	BLANK	_	_	_	_
3725	forme	a	V	avoir	V	n=s|t=P|p=3	AUX_TPS(3727)	_
3726	delim		BLANK	BLANK	_	_	_	_
3727	forme	pu	VPP	pouvoir	VPP	t=K	ROOT	_
3728	delim		BLANK	BLANK	_	_	_	_
3729	forme	parfois	ADV	parfois	ADV	_	MOD(3727)	_
3730	delim		BLANK	BLANK	_	_	_	_
3731	forme	exprimer	VINF	exprimer	VINF	t=W	OBJ(3727)	_
3732	delim		BLANK	BLANK	_	_	_	_
3733	forme	les	DET	les	DET	n=p	DET(3735)	_
3734	delim		BLANK	BLANK	_	_	_	_
3735	forme	règles	NC	règle	NC	n=p|g=f	OBJ(3731)	_
3736	delim		BLANK	BLANK	_	_	_	_
3737	forme	et	CC	et	CC	_	COORD(3727)	_
3738	delim		BLANK	BLANK	_	_	_	_
3739	forme	contraintes	VPP	contraindre	VPP	n=p|g=f|t=K	DEP_COORD(3737)	_
3740	delim		BLANK	BLANK	_	_	_	_
3741	forme	en	P	en	P	_	MOD(3739)	_
3742	delim		BLANK	BLANK	_	_	_	_
3743	forme	nommant	VPR	nommer	VPR	t=G	PREP(3741)	_
3744	delim		BLANK	BLANK	_	_	_	_
3745	forme	les	DET	les	DET	n=p	_()	_
3746	delim		BLANK	BLANK	_	_	_	_
3747	forme	interdits	ADJ	interdire	ADJ	n=p|g=m|t=K	_()	_
3748	delim		BLANK	BLANK	_	_	_	_
3749	delim	(	PONCT	(	_	_	_	_
3750	delim		BLANK	BLANK	_	_	_	_
3751	forme	héberger	VINF	héberger	VINF	t=W	DEP(3747)	_
3752	delim		BLANK	BLANK	_	_	_	_
3753	forme	des	DET	des	DET	n=p	DET(3755)	_
3754	delim		BLANK	BLANK	_	_	_	_
3755	forme	personnes	NC	personne	NC	n=p|g=f	OBJ(3751)	_
3756	delim		BLANK	BLANK	_	_	_	_
3757	delim	)	PONCT	)	_	_	_	_
3758	delim		BLANK	BLANK	_	_	_	_
3759	delim	,	PONCT	,	_	_	_	_
3760	delim		BLANK	BLANK	_	_	_	_
3761	forme	tout	ADV	tout	ADV	_	MOD(3763)	P
3762	delim		BLANK	BLANK	_	_	_	_
3763	forme	en	P	en	P	_	MOD(3747)	_
3764	delim		BLANK	BLANK	_	_	_	_
3765	forme	disant	VPR	dire	VPR	t=G	PREP(3763)	_
3766	delim		BLANK	BLANK	_	_	_	_
3767	forme	que	CS	que	CS	_	OBJ(3765)	_
3768	delim		BLANK	BLANK	_	_	_	_
3769	forme	sa	DET	sa	DET	n=s|g=f|p=3|poss=s	DET(3771)	_
3770	delim		BLANK	BLANK	_	_	_	_
3771	forme	mère	NC	mère	NC	n=s|g=f	SUJ(3775)	_
3772	delim		BLANK	BLANK	_	_	_	_
3773	forme	ne	ADV	ne	ADV	_	MOD(3775)	_
3774	delim		BLANK	BLANK	_	_	_	_
3775	forme	respectait	V	respecter	V	n=s|t=I|p=3	SUB(3767)	_
3776	delim		BLANK	BLANK	_	_	_	_
3777	forme	pas	ADV	pas	ADV	_	MOD(3775)	_
3778	delim		BLANK	BLANK	_	_	_	_
3779	forme	cela	PRO	cela	PRO	n=s|g=m	OBJ(3775)	_
3780	delim		BLANK	BLANK	_	_	_	_
3781	delim	.	PONCT	.	_	_	_	_
3782	delim		BLANK	BLANK	_	_	_	_
3783	delim	§	DELIM	§	_	_	_	_
3784	delim		BLANK	BLANK	_	_	_	_
3785	forme	Ceci	PRO	ceci	PRO	n=s|g=m	SUJ(3789)	_
