#Num	#Type	#Forme	#POS	#Lemme	#POS	#MORPH	#REL(ID_Gouv)	#PAUSE
21347	forme	le	DET	le	DET	n=s|g=m	DET(21349)	_
21348	delim	 	BLANK	BLANK	_	_	_	_
21349	forme	loup	NC	loup	NC	n=s|g=m	OBJ(21345)	_
21350	delim	 	BLANK	BLANK	_	_	_	_
21351	delim	.	PONCT	.	_	_	_	_
21352	delim	 	BLANK	BLANK	_	_	_	_
21353	delim	§	DELIM	§	_	_	_	_
21354	delim	 	BLANK	BLANK	_	_	_	_
21355	forme	Or	CC	or	CC	_	ROOT	_
21356	delim	 	BLANK	BLANK	_	_	_	_
21357	forme	la	DET	la	DET	n=s|g=f	DET(21359)	_
21358	delim	 	BLANK	BLANK	_	_	_	_
21359	forme	périphrase	NC	périphrase	NC	n=s|g=f	SUJ(21363)	_
21360	delim	 	BLANK	BLANK	_	_	_	_
21361	delim	,	PONCT	,	_	_	_	_
21362	delim	 	BLANK	BLANK	_	_	_	_
21363	forme	figure	V	figurer	V	n=s|t=P,S|p=1,3	DEP_COORD(21355)	_
21364	delim	 	BLANK	BLANK	_	_	_	_
21365	forme	de	P	de	P	_	MOD(21363)	_
21366	delim	 	BLANK	BLANK	_	_	_	_
21367	forme	substitution	NC	substitution	NC	n=s|g=f	PREP(21365)	_
21368	delim	 	BLANK	BLANK	_	_	_	_
21369	delim	,	PONCT	,	_	_	_	_
21370	delim	 	BLANK	BLANK	_	_	_	_
21371	forme	constitue	V	constituer	V	n=s|t=P,S|p=1,3	MOD(21363)	_
21372	delim	 	BLANK	BLANK	_	_	_	_
21373	forme	une	DET	une	DET	n=s|g=f	DET(21375)	_
21374	delim	 	BLANK	BLANK	_	_	_	_
21375	forme	altération	NC	altération	NC	n=s|g=f	OBJ(21371)	_
21376	delim	 	BLANK	BLANK	_	_	_	_
21377	forme	faible	ADJ	faible	ADJ	n=s	MOD(21375)	_
21378	delim	 	BLANK	BLANK	_	_	_	_
21379	delim	,	PONCT	,	_	_	_	_
21380	delim	 	BLANK	BLANK	_	_	_	_
21381	forme	ici	ADV	ici	ADV	_	MOD(21383)	_
21382	delim	 	BLANK	BLANK	_	_	_	_
21383	forme	minime	ADJ	minime	ADJ	n=s	MOD(21375)	_
21384	delim	 	BLANK	BLANK	_	_	_	_
21385	delim	,	PONCT	,	_	_	_	_
21386	delim	 	BLANK	BLANK	_	_	_	_
21387	forme	du	P+D	de	P+D	n=s|g=m	MOD(21371)	_
21388	delim	 	BLANK	BLANK	_	_	_	_
21389	forme	point	NC	point	NC	n=s|g=m	PREP(21387)	_
21390	delim	 	BLANK	BLANK	_	_	_	_
21391	forme	de	P	de	P	_	DEP(21389)	_
21392	delim	 	BLANK	BLANK	_	_	_	_
21393	forme	vue	NC	vue	NC	n=s|g=f	PREP(21391)	_
21394	delim	 	BLANK	BLANK	_	_	_	_
21395	forme	sémantique	ADJ	sémantique	ADJ	n=s	MOD(21393)	_
21396	delim	 	BLANK	BLANK	_	_	_	_
21397	delim	;	PONCT	;	_	_	_	_
21398	delim	 	BLANK	BLANK	_	_	_	_
21399	forme	le	DET	le	DET	n=s|g=m	SUJ(21409)	_
21400	delim	 	BLANK	BLANK	_	_	_	_
21401	forme	plus	ADV	plus	ADV	_	MOD(21403)	_
21402	delim	 	BLANK	BLANK	_	_	_	_
21403	forme	souvent	ADV	souvent	ADV	_	MOD(21409)	_
21404	delim	 	BLANK	BLANK	_	_	_	_
21405	delim	,	PONCT	,	_	_	_	_
21406	delim	 	BLANK	BLANK	_	_	_	_
21407	forme	elle	CLS	elle	CLS	n=s|g=f|p=3	SUJ(21409)	_
21408	delim	 	BLANK	BLANK	_	_	_	_
21409	forme	évite	V	éviter	V	n=s|t=P,S|p=1,3	MOD(21371)	_
21410	delim	 	BLANK	BLANK	_	_	_	_
21411	forme	tout	ADV	tout	ADV	_	MOD(21409)	_
21412	delim	 	BLANK	BLANK	_	_	_	_
21413	forme	simplement	ADV	_	ADV	_	MOD(21409)	_
21414	delim	 	BLANK	BLANK	_	_	_	_
21415	forme	une	DET	une	DET	n=s|g=f	DET(21417)	_
21416	delim	 	BLANK	BLANK	_	_	_	_
21417	forme	répétition	NC	répétition	NC	n=s|g=f	OBJ(21409)	_
21418	delim	 	BLANK	BLANK	_	_	_	_
21419	delim	.	PONCT	.	_	_	_	_
21420	delim	 	BLANK	BLANK	_	_	_	_
21421	delim	§	DELIM	§	_	_	_	_
21422	delim	 	BLANK	BLANK	_	_	_	_
21423	forme	Ainsi	ADV	ainsi	ADV	_	MOD(21453)	_
21424	delim	 	BLANK	BLANK	_	_	_	_
21425	delim	,	PONCT	,	_	_	_	_
21426	delim	 	BLANK	BLANK	_	_	_	_
21427	forme	l'	DET	le	DET	n=s	DET(21429)	_
21428	delim	 	BLANK	BLANK	_	_	_	_
21429	forme	esthétique	ADJ	esthétique	ADJ	n=s	SUJ(21453)	_
21430	delim	 	BLANK	BLANK	_	_	_	_
21431	forme	de	P	de	P	_	MOD(21429)	_
21432	delim	 	BLANK	BLANK	_	_	_	_
21433	forme	la	DET	la	DET	n=s|g=f	DET(21435)	_
21434	delim	 	BLANK	BLANK	_	_	_	_
21435	forme	fable	NC	fable	NC	n=s|g=f	PREP(21431)	_
21436	delim	 	BLANK	BLANK	_	_	_	_
21437	delim	,	PONCT	,	_	_	_	_
21438	delim	 	BLANK	BLANK	_	_	_	_
21439	forme	en	P	en	P	_	MOD(21429)	_
21440	delim	 	BLANK	BLANK	_	_	_	_
21441	forme	particulier	NC	particulier	NC	n=s|g=m	PREP(21439)	_
21442	delim	 	BLANK	BLANK	_	_	_	_
21443	forme	chez	P	chez	P	_	MOD(21429)	_
21444	delim	 	BLANK	BLANK	_	_	_	_
21445	forme	La	NPP	_	NPP	_	PREP(21443)	_
21446	delim	 	BLANK	BLANK	_	_	_	_
21447	forme	Fontaine	NPP	Fontaine	NPP	n=s|g=m	MOD(21445)	_
21448	delim	 	BLANK	BLANK	_	_	_	_
21449	delim	,	PONCT	,	_	_	_	_
21450	delim	 	BLANK	BLANK	_	_	_	_
21451	forme	se	CLR	se	CLR	n=p,s|p=3	AFF(21453)	_
21452	delim	 	BLANK	BLANK	_	_	_	_
21453	forme	distingue	V	distinguer	V	n=s|t=P,S|p=1,3	ROOT	_
21454	delim	 	BLANK	BLANK	_	_	_	_
21455	forme	par	P	par	P	_	MOD(21453)	_
21456	delim	 	BLANK	BLANK	_	_	_	_
21457	forme	ce	DET	ce	DET	n=s|g=m	DET(21461)	_
21458	delim	 	BLANK	BLANK	_	_	_	_
21459	forme	double	ADJ	double	ADJ	n=s	MOD(21461)	_
21460	delim	 	BLANK	BLANK	_	_	_	_
21461	forme	aspect	NC	aspect	NC	n=s|g=m	PREP(21455)	_
21462	delim	 	BLANK	BLANK	_	_	_	_
21463	delim	:	PONCT	:	_	_	_	_
21464	delim	 	BLANK	BLANK	_	_	_	_
21465	forme	la	DET	la	DET	n=s|g=f	DET(21467)	_
21466	delim	 	BLANK	BLANK	_	_	_	_
21467	forme	brièveté	NC	brièveté	NC	n=s|g=f	_()	_
21468	delim	 	BLANK	BLANK	_	_	_	_
21469	forme	et	CC	et	CC	_	COORD(21467)	_
21470	delim	 	BLANK	BLANK	_	_	_	_
21471	forme	la	DET	la	DET	n=s|g=f	DET(21473)	_
21472	delim	 	BLANK	BLANK	_	_	_	_
21473	forme	clarté	NC	clarté	NC	n=s|g=f	DEP_COORD(21469)	_
21474	delim	 	BLANK	BLANK	_	_	_	_
21475	delim	,	PONCT	,	_	_	_	_
21476	delim	 	BLANK	BLANK	_	_	_	_
21477	forme	la	DET	la	DET	n=s|g=f	DET(21479)	_
21478	delim	 	BLANK	BLANK	_	_	_	_
21479	forme	soustraction	NC	soustraction	NC	n=s|g=f	COORD(21473)	_
21480	delim	 	BLANK	BLANK	_	_	_	_
21481	forme	et	CC	et	CC	_	COORD(21479)	_
21482	delim	 	BLANK	BLANK	_	_	_	_
21483	forme	l'	DET	le	DET	n=s	DET(21485)	_
21484	delim	 	BLANK	BLANK	_	_	_	_
21485	forme	évidence	NC	évidence	NC	n=s|g=f	DEP_COORD(21481)	_
21486	delim	 	BLANK	BLANK	_	_	_	_
21487	delim	.	PONCT	.	_	_	_	_
21488	delim	 	BLANK	BLANK	_	_	_	_
21489	delim	§	DELIM	§	_	_	_	_
21490	delim	 	BLANK	BLANK	_	_	_	_
21491	forme	Une	DET	une	DET	n=s|g=f	DET(21493)	_
21492	delim	 	BLANK	BLANK	_	_	_	_
21493	forme	fable	NC	fable	NC	n=s|g=f	SUJ(21495)	_
21494	delim	 	BLANK	BLANK	_	_	_	_
21495	forme	est	V	être	V	n=s|t=P|p=3	ROOT	_
21496	delim	 	BLANK	BLANK	_	_	_	_
21497	forme	d'	P	de	P	_	MOD(21495)	_
21498	delim	 	BLANK	BLANK	_	_	_	_
21499	forme	autant	ADV	autant	ADV	_	MOD(21501)	_
21500	delim	 	BLANK	BLANK	_	_	_	_
21501	forme	plus	ADV	plus	ADV	_	MOD(21503)	_
21502	delim	 	BLANK	BLANK	_	_	_	_
21503	forme	claire	ADJ	clair	ADJ	n=s|g=f	PREP(21497)	_
21504	delim	 	BLANK	BLANK	_	_	_	_
21505	forme	qu'	CS	que	CS	_	MOD(21495)	_
21506	delim	 	BLANK	BLANK	_	_	_	_
21507	forme	elle	CLS	elle	CLS	n=s|g=f|p=3	SUJ(21509)	_
21508	delim	 	BLANK	BLANK	_	_	_	_
21509	forme	est	V	être	V	n=s|t=P|p=3	SUB(21505)	_
21510	delim	 	BLANK	BLANK	_	_	_	_
21511	forme	brève	ADJ	bref	ADJ	n=s|g=f	ATS(21509)	_
21512	delim	 	BLANK	BLANK	_	_	_	_
21513	delim	,	PONCT	,	_	_	_	_
21514	delim	 	BLANK	BLANK	_	_	_	_
21515	forme	et	CC	et	CC	_	COORD(21495)	_
21516	delim	 	BLANK	BLANK	_	_	_	_
21517	forme	réciproquement	ADV	_	ADV	_	_()	_
21518	delim	 	BLANK	BLANK	_	_	_	_
21519	delim	.	PONCT	.	_	_	_	_
21520	delim	 	BLANK	BLANK	_	_	_	_
21521	delim	§	DELIM	§	_	_	_	_
21522	delim	 	BLANK	BLANK	_	_	_	_
21523	forme	Car	CS	car	CS	_	_()	_
21524	delim	 	BLANK	BLANK	_	_	_	_
21525	forme	c'	CLS	ce	CLS	_	SUJ(21527)	_
21526	delim	 	BLANK	BLANK	_	_	_	_
21527	forme	est	V	être	V	n=s|t=P|p=3	SUB(21523)	_
21528	delim	 	BLANK	BLANK	_	_	_	_
21529	forme	le	DET	le	DET	n=s|g=m	DET(21531)	_
21530	delim	 	BLANK	BLANK	_	_	_	_
21531	forme	chemin	NC	chemin	NC	n=s|g=m	OBJ(21527)	_
21532	delim	 	BLANK	BLANK	_	_	_	_
21533	forme	le	DET	le	DET	n=s|g=m	DET(21537)	_
21534	delim	 	BLANK	BLANK	_	_	_	_
21535	forme	plus	ADV	plus	ADV	_	MOD(21537)	_
21536	delim	 	BLANK	BLANK	_	_	_	_
21537	forme	court	ADJ	court	ADJ	n=s|g=m	_()	_
21538	delim	 	BLANK	BLANK	_	_	_	_
21539	forme	qui	PROREL	qui	PROREL	n=s	SUJ(21541)	_
21540	delim	 	BLANK	BLANK	_	_	_	_
21541	forme	mène	V	mener	V	n=s|t=P,S|p=1,3	MOD_REL(21537)	_
21542	delim	 	BLANK	BLANK	_	_	_	_
21543	forme	à	P	à	P	_	MOD(21541)	_
21544	delim	 	BLANK	BLANK	_	_	_	_
21545	forme	la	DET	la	DET	n=s|g=f	DET(21547)	_
21546	delim	 	BLANK	BLANK	_	_	_	_
21547	forme	vérité	NC	vérité	NC	n=s|g=f	PREP(21543)	_
21548	delim	 	BLANK	BLANK	_	_	_	_
21549	delim	.	PONCT	.	_	_	_	_
21550	delim	 	BLANK	BLANK	_	_	_	_
21551	delim	§	DELIM	§	_	_	_	_
21552	delim	 	BLANK	BLANK	_	_	_	_
21553	forme	Après	P	après	P	_	MOD(21577)	_
21554	delim	 	BLANK	BLANK	_	_	_	_
21555	forme	cette	DET	cette	DET	n=s|g=f	DET(21557)	_
21556	delim	 	BLANK	BLANK	_	_	_	_
21557	forme	analyse	NC	analyse	NC	n=s|g=f	PREP(21553)	_
21558	delim	 	BLANK	BLANK	_	_	_	_
21559	forme	des	P+D	de	P+D	n=p	DEP(21557)	_
21560	delim	 	BLANK	BLANK	_	_	_	_
21561	forme	traits	NC	trait	NC	n=p|g=m	PREP(21559)	_
21562	delim	 	BLANK	BLANK	_	_	_	_
21563	forme	compositionnels	NC	_	NC	_	MOD(21561)	_
21564	delim	 	BLANK	BLANK	_	_	_	_
21565	forme	inhérents	ADJ	inhérent	ADJ	n=p|g=m	MOD(21561)	_
21566	delim	 	BLANK	BLANK	_	_	_	_
21567	forme	à	P	à	P	_	DEP(21557)	_
21568	delim	 	BLANK	BLANK	_	_	_	_
21569	forme	la	DET	la	DET	n=s|g=f	DET(21571)	_
21570	delim	 	BLANK	BLANK	_	_	_	_
21571	forme	fable	NC	fable	NC	n=s|g=f	PREP(21567)	_
21572	delim	 	BLANK	BLANK	_	_	_	_
21573	delim	,	PONCT	,	_	_	_	_
21574	delim	 	BLANK	BLANK	_	_	_	_
21575	forme	il	CLS	il	CLS	n=s|g=m|p=3	SUJ(21577)	_
21576	delim	 	BLANK	BLANK	_	_	_	_
21577	forme	convient	V	convenir	V	n=s|t=P|p=3	ROOT	_
21578	delim	 	BLANK	BLANK	_	_	_	_
21579	delim	,	PONCT	,	_	_	_	_
21580	delim	 	BLANK	BLANK	_	_	_	_
21581	forme	à	P	à	P	_	MOD(21577)	_
21582	delim	 	BLANK	BLANK	_	_	_	_
21583	forme	présent	ADJ	présent	ADJ	n=s|g=m	PREP(21581)	_
21584	delim	 	BLANK	BLANK	_	_	_	_
21585	delim	,	PONCT	,	_	_	_	_
21586	delim	 	BLANK	BLANK	_	_	_	_
21587	forme	de	P	de	P	_	MOD(21577)	_
21588	delim	 	BLANK	BLANK	_	_	_	_
21589	forme	se	CLR	se	CLR	n=p,s|p=3	AFF(21591)	_
21590	delim	 	BLANK	BLANK	_	_	_	_
21591	forme	pencher	VINF	pencher	VINF	t=W	PREP(21587)	_
21592	delim	 	BLANK	BLANK	_	_	_	_
21593	forme	sur	P	sur	P	_	MOD(21591)	_
21594	delim	 	BLANK	BLANK	_	_	_	_
21595	forme	un	DET	un	DET	n=s|g=m	DET(21599)	_
21596	delim	 	BLANK	BLANK	_	_	_	_
21597	forme	autre	ADJ	autre	ADJ	n=s	MOD(21599)	_
21598	delim	 	BLANK	BLANK	_	_	_	_
21599	forme	aspect	NC	aspect	NC	n=s|g=m	PREP(21593)	_
21600	delim	 	BLANK	BLANK	_	_	_	_
21601	delim	,	PONCT	,	_	_	_	_
21602	delim	 	BLANK	BLANK	_	_	_	_
21603	forme	l'	DET	le	DET	n=s	DET(21605)	_
21604	delim	 	BLANK	BLANK	_	_	_	_
21605	forme	énonciation	NC	énonciation	NC	n=s|g=f	OBJ(21577)	_
21606	delim	 	BLANK	BLANK	_	_	_	_
21607	delim	.	PONCT	.	_	_	_	_
21608	delim	 	BLANK	BLANK	_	_	_	_
21609	delim	§	DELIM	§	_	_	_	_
21610	delim	 	BLANK	BLANK	_	_	_	_
21611	forme	Les	DET	les	DET	n=p	DET(21613)	_
21612	delim	 	BLANK	BLANK	_	_	_	_
21613	forme	fables	NC	fable	NC	n=p|g=f	SUJ(21615)	_
21614	delim	 	BLANK	BLANK	_	_	_	_
21615	forme	font	V	faire	V	n=p|t=P|p=3	ROOT	_
21616	delim	 	BLANK	BLANK	_	_	_	_
21617	forme	intervenir	VINF	intervenir	VINF	t=W	OBJ(21615)	_
21618	delim	 	BLANK	BLANK	_	_	_	_
21619	forme	l'	DET	le	DET	n=s	DET(21621)	_
21620	delim	 	BLANK	BLANK	_	_	_	_
21621	forme	oralité	NC	oralité	NC	n=s|g=f	OBJ(21617)	_
21622	delim	 	BLANK	BLANK	_	_	_	_
21623	forme	et	CC	et	CC	_	COORD(21621)	_
21624	delim	 	BLANK	BLANK	_	_	_	_
21625	forme	la	DET	la	DET	n=s|g=f	DET(21629)	_
21626	delim	 	BLANK	BLANK	_	_	_	_
21627	delim	&quot;	PONCT	&quot;	_	_	_	_
21628	delim	 	BLANK	BLANK	_	_	_	_
21629	forme	polyphonie	NC	polyphonie	NC	n=s|g=f	DEP_COORD(21623)	_
21630	delim	 	BLANK	BLANK	_	_	_	_
21631	delim	&quot;	PONCT	&quot;	_	_	_	_
21632	delim	 	BLANK	BLANK	_	_	_	_
21633	forme	dirait	V	dire	V	n=s|t=C|p=3	MOD(21615)	_
21634	delim	 	BLANK	BLANK	_	_	_	_
21635	forme	Bakhtine	NPP	_	NPP	_	SUJ(21633)	_
21636	delim	 	BLANK	BLANK	_	_	_	_
21637	delim	,	PONCT	,	_	_	_	_
21638	delim	 	BLANK	BLANK	_	_	_	_
21639	forme	d'	P	de	P	_	MOD(21633)	_
21640	delim	 	BLANK	BLANK	_	_	_	_
21641	forme	autant	ADV	autant	ADV	_	MOD(21643)	_
21642	delim	 	BLANK	BLANK	_	_	_	_
21643	forme	plus	ADV	plus	ADV	_	MOD(21691)	_
21644	delim	 	BLANK	BLANK	_	_	_	_
21645	forme	chez	P	chez	P	_	MOD(21691)	_
21646	delim	 	BLANK	BLANK	_	_	_	_
21647	forme	La	NPP	_	NPP	_	PREP(21645)	_
21648	delim	 	BLANK	BLANK	_	_	_	_
21649	forme	Fontaine	NPP	Fontaine	NPP	n=s|g=m	MOD(21647)	_
21650	delim	 	BLANK	BLANK	_	_	_	_
21651	delim	,	PONCT	,	_	_	_	_
21652	delim	 	BLANK	BLANK	_	_	_	_
21653	forme	qui	PROREL	qui	PROREL	n=s	SUJ(21655)	_
21654	delim	 	BLANK	BLANK	_	_	_	_
21655	forme	écrit	V	écrire	V	n=s|t=P|p=3	MOD_REL(21647)	_
21656	delim	 	BLANK	BLANK	_	_	_	_
21657	delim	,	PONCT	,	_	_	_	_
21658	delim	 	BLANK	BLANK	_	_	_	_
21659	forme	plein	ADJ	plein	ADJ	n=s|g=m	MOD(21655)	_
21660	delim	 	BLANK	BLANK	_	_	_	_
21661	forme	de	P	de	P	_	MOD(21655)	_
21662	delim	 	BLANK	BLANK	_	_	_	_
21663	forme	malice	NC	malice	NC	n=s|g=f	PREP(21661)	_
21664	delim	 	BLANK	BLANK	_	_	_	_
21665	delim	,	PONCT	,	_	_	_	_
21666	delim	 	BLANK	BLANK	_	_	_	_
21667	forme	dans	P	dans	P	_	MOD(21655)	_
21668	delim	 	BLANK	BLANK	_	_	_	_
21669	forme	la	DET	la	DET	n=s|g=f	DET(21671)	_
21670	delim	 	BLANK	BLANK	_	_	_	_
21671	forme	dédicace	NC	dédicace	NC	n=s|g=f	PREP(21667)	_
21672	delim	 	BLANK	BLANK	_	_	_	_
21673	forme	du	P+D	de	P+D	n=s|g=m	DEP(21671)	_
21674	delim	 	BLANK	BLANK	_	_	_	_
21675	forme	Livre	NC	livre	NC	n=s	PREP(21673)	_
21676	delim	 	BLANK	BLANK	_	_	_	_
21677	forme	premier	ADJ	premier	ADJ	n=s|g=m	MOD(21675)	_
21678	delim	 	BLANK	BLANK	_	_	_	_
21679	forme	adressée	VPP	adresser	VPP	n=s|g=f|t=K	MOD(21675)	_
21680	delim	 	BLANK	BLANK	_	_	_	_
21681	forme	au	P+D	à	P+D	n=s|g=m	MOD(21679)	_
21682	delim	 	BLANK	BLANK	_	_	_	_
21683	forme	Dauphin	NPP	Dauphin	NPP	n=s|g=m	PREP(21681)	_
21684	delim	 	BLANK	BLANK	_	_	_	_
21685	delim	:	PONCT	:	_	_	_	_
21686	delim	 	BLANK	BLANK	_	_	_	_
21687	delim	&quot;	PONCT	&quot;	_	_	_	_
21688	delim	 	BLANK	BLANK	_	_	_	_
21689	forme	Tout	PRO	tout	PRO	n=s|g=m	SUJ(21691)	_
21690	delim	 	BLANK	BLANK	_	_	_	_
21691	forme	parle	V	parler	V	n=s|t=P,S|p=1,3	MOD(21633)	_
21692	delim	 	BLANK	BLANK	_	_	_	_
21693	forme	en	P	en	P	_	MOD(21691)	_
21694	delim	 	BLANK	BLANK	_	_	_	_
21695	forme	mon	DET	mon	DET	n=s|g=m|p=1|poss=s	DET(21697)	_
21696	delim	 	BLANK	BLANK	_	_	_	_
21697	forme	Ouvrage	NC	ouvrage	NC	n=s|g=m	PREP(21693)	_
21698	delim	 	BLANK	BLANK	_	_	_	_
21699	delim	,	PONCT	,	_	_	_	_
21700	delim	 	BLANK	BLANK	_	_	_	_
21701	forme	et	CC	et	CC	_	COORD(21691)	_
21702	delim	 	BLANK	BLANK	_	_	_	_
21703	forme	même	ADV	même	ADV	_	MOD(21707)	_
21704	delim	 	BLANK	BLANK	_	_	_	_
21705	forme	les	DET	les	DET	n=p	DET(21707)	_
21706	delim	 	BLANK	BLANK	_	_	_	_
21707	forme	poissons	NC	poisson	NC	n=p|g=m	DEP_COORD(21701)	_
21708	delim	 	BLANK	BLANK	_	_	_	_
21709	delim	&quot;	PONCT	&quot;	_	_	_	_
21710	delim	 	BLANK	BLANK	_	_	_	_
21711	delim	.	PONCT	.	_	_	_	_
21712	delim	 	BLANK	BLANK	_	_	_	_
21713	delim	§	DELIM	§	_	_	_	_
21714	delim	 	BLANK	BLANK	_	_	_	_
21715	forme	En	P	en	P	_	MOD(21725)	_
21716	delim	 	BLANK	BLANK	_	_	_	_
21717	forme	effet	NC	effet	NC	n=s|g=m	PREP(21715)	_
21718	delim	 	BLANK	BLANK	_	_	_	_
21719	delim	,	PONCT	,	_	_	_	_
21720	delim	 	BLANK	BLANK	_	_	_	_
21721	forme	la	DET	la	DET	n=s|g=f	DET(21723)	_
21722	delim	 	BLANK	BLANK	_	_	_	_
21723	forme	fable	NC	fable	NC	n=s|g=f	SUJ(21725)	_
21724	delim	 	BLANK	BLANK	_	_	_	_
21725	forme	donne	V	donner	V	n=s|t=P,S|p=1,3	ROOT	_
21726	delim	 	BLANK	BLANK	_	_	_	_
21727	forme	à	P	à	P	_	MOD(21725)	_
21728	delim	 	BLANK	BLANK	_	_	_	_
21729	forme	entendre	VINF	entendre	VINF	t=W	PREP(21727)	_
21730	delim	 	BLANK	BLANK	_	_	_	_
21731	forme	une	DET	une	DET	n=s|g=f	DET(21733)	_
21732	delim	 	BLANK	BLANK	_	_	_	_
21733	forme	multiplicité	NC	multiplicité	NC	n=s|g=f	OBJ(21729)	_
21734	delim	 	BLANK	BLANK	_	_	_	_
21735	forme	de	P	de	P	_	DEP(21733)	_
21736	delim	 	BLANK	BLANK	_	_	_	_
21737	forme	voix	NC	voix	NC	g=f	PREP(21735)	_
21738	delim	 	BLANK	BLANK	_	_	_	_
21739	delim	:	PONCT	:	_	_	_	_
21740	delim	 	BLANK	BLANK	_	_	_	_
21741	forme	les	DET	les	DET	n=p	DET(21745)	_
21742	delim	 	BLANK	BLANK	_	_	_	_
21743	forme	différents	ADJ	différent	ADJ	n=p|g=m	MOD(21745)	_
21744	delim	 	BLANK	BLANK	_	_	_	_
21745	forme	animaux	NC	animal	NC	n=p|g=m	OBJ(21725)	_
21746	delim	 	BLANK	BLANK	_	_	_	_
21747	forme	personnifiés	ADJ	personnifier	ADJ	n=p|g=m|t=K	MOD(21745)	_
21748	delim	 	BLANK	BLANK	_	_	_	_
21749	forme	et	CC	et	CC	_	COORD(21725)	_
21750	delim	 	BLANK	BLANK	_	_	_	_
21751	forme	mis	VPP	mettre	VPP	g=m|t=K	DEP_COORD(21749)	_
21752	delim	 	BLANK	BLANK	_	_	_	_
21753	forme	en	P	en	P	_	MOD(21751)	_
21754	delim	 	BLANK	BLANK	_	_	_	_
21755	forme	scène	NC	scène	NC	n=s|g=f	PREP(21753)	_
21756	delim	 	BLANK	BLANK	_	_	_	_
21757	delim	,	PONCT	,	_	_	_	_
21758	delim	 	BLANK	BLANK	_	_	_	_
21759	forme	le	DET	le	DET	n=s|g=m	DET(21761)	_
21760	delim	 	BLANK	BLANK	_	_	_	_
21761	forme	Loup	NPP	Loup	NPP	n=s|g=m	_()	_
21762	delim	 	BLANK	BLANK	_	_	_	_
21763	forme	et	CC	et	CC	_	COORD(21761)	_
21764	delim	 	BLANK	BLANK	_	_	_	_
21765	forme	l'	DET	le	DET	n=s	DET(21767)	_
21766	delim	 	BLANK	BLANK	_	_	_	_
21767	forme	Agneau	NPP	_	NPP	_	DEP_COORD(21763)	_
21768	delim	 	BLANK	BLANK	_	_	_	_
21769	forme	entre	P	entre	P	_	DEP(21767)	_
21770	delim	 	BLANK	BLANK	_	_	_	_
21771	forme	autres	PRO	autres	PRO	n=p|g=f,m	PREP(21769)	_
21772	delim	 	BLANK	BLANK	_	_	_	_
21773	delim	,	PONCT	,	_	_	_	_
21774	delim	 	BLANK	BLANK	_	_	_	_
21775	forme	mais	CC	mais	CC	_	COORD(21767)	_
21776	delim	 	BLANK	BLANK	_	_	_	_
21777	forme	aussi	ADV	aussi	ADV	_	MOD(21775)	_
21778	delim	 	BLANK	BLANK	_	_	_	_
21779	forme	le	DET	le	DET	n=s|g=m	DET(21781)	_
21780	delim	 	BLANK	BLANK	_	_	_	_
21781	forme	fabuliste	NC	fabuliste	NC	n=s	DEP_COORD(21775)	_
21782	delim	 	BLANK	BLANK	_	_	_	_
21783	forme	lui	CLO	lui	CLO	n=s|p=3	_()	_
21784	delim	 	BLANK	BLANK	_	_	_	_
21785	delim	-	PONCT	-	_	_	_	_
21786	delim	 	BLANK	BLANK	_	_	_	_
21787	forme	même	ADV	même	ADV	_	_()	_
21788	delim	 	BLANK	BLANK	_	_	_	_
21789	delim	,	PONCT	,	_	_	_	_
21790	delim	 	BLANK	BLANK	_	_	_	_
21791	forme	qui	PROREL	qui	PROREL	n=s	SUJ(21793)	_
21792	delim	 	BLANK	BLANK	_	_	_	_
21793	forme	laisse	V	laisser	V	n=s|t=P,S|p=1,3	PONCT(21787)	_
21794	delim	 	BLANK	BLANK	_	_	_	_
21795	forme	des	DET	des	DET	n=p	DET(21797)	_
21796	delim	 	BLANK	BLANK	_	_	_	_
21797	forme	traces	NC	trace	NC	n=p|g=f	OBJ(21793)	_
21798	delim	 	BLANK	BLANK	_	_	_	_
21799	forme	énonciatives	ADJ	énonciatif	ADJ	n=p|g=f	MOD(21797)	_
21800	delim	 	BLANK	BLANK	_	_	_	_
21801	delim	.	PONCT	.	_	_	_	_
21802	delim	 	BLANK	BLANK	_	_	_	_
21803	delim	§	DELIM	§	_	_	_	_
21804	delim	 	BLANK	BLANK	_	_	_	_
21805	forme	La	DET	la	DET	n=s|g=f	DET(21807)	_
21806	delim	 	BLANK	BLANK	_	_	_	_
21807	forme	Fontaine	NPP	Fontaine	NPP	n=s|g=m	SUJ(21809)	_
21808	delim	 	BLANK	BLANK	_	_	_	_
21809	forme	fait	V	faire	V	n=s|t=P|p=3	ROOT	_
21810	delim	 	BLANK	BLANK	_	_	_	_
21811	forme	de	P	de	P	_	MOD(21809)	_
21812	delim	 	BLANK	BLANK	_	_	_	_
21813	forme	la	DET	la	DET	n=s|g=f	DET(21815)	_
21814	delim	 	BLANK	BLANK	_	_	_	_
21815	forme	fable	NC	fable	NC	n=s|g=f	PREP(21811)	_
21816	delim	 	BLANK	BLANK	_	_	_	_
21817	forme	le	DET	le	DET	n=s|g=m	DET(21819)	_
21818	delim	 	BLANK	BLANK	_	_	_	_
21819	forme	lieu	NC	lieu	NC	n=s|g=m	OBJ(21809)	_
21820	delim	 	BLANK	BLANK	_	_	_	_
21821	forme	d'	P	de	P	_	DEP(21819)	_
21822	delim	 	BLANK	BLANK	_	_	_	_
